,city,Latitude,Longitude,Temperature,Humidity,Cloud,Wind
564,amurzet,47.69,131.09,17.97,63,0,6.76
565,hofn,64.25,-15.21,36.06,100,92,16.71
566,masindi,1.69,31.72,73.68,71,36,4.85
567,noyabrsk,63.2,75.45,-22.98,34,24,3.74
568,cedar city,37.68,-113.06,30.92,96,1,6.93
569,grand gaube,-20.01,57.66,82.4,78,40,10.29
570,aurillac,44.93,2.44,24.8,85,0,5.82
571,semey,50.41,80.25,6.8,84,75,2.24
572,bambanglipuro,-7.95,110.28,82.68,82,20,6.2
573,liwale,-9.8,37.92,78.9,71,8,7.43
574,areka,7.07,37.71,61.89,38,0,6.31
575,dubti,11.74,41.09,70.89,50,0,4.41
576,anadyr,64.73,177.51,12.2,61,56,6.71
578,esna,45.2,27.57,25.4,95,80,16.93
579,setermoen,68.86,18.35,32,92,90,48.32
580,nkhotakota,-12.93,34.3,72.29,100,92,1.61
581,akdepe,42.05,59.39,28.4,92,90,9.17
582,great falls,47.5,-111.29,37.4,67,1,10.29
583,gilgit,35.92,74.31,15.14,87,88,0.94
584,krasnoshchekovo,51.67,82.73,6.77,85,48,4.07
585,arcola,49.63,-102.49,6.8,84,1,3.36
586,dongning,44.06,131.12,25.67,34,0,2.62
587,lensk,60.71,114.91,11.58,79,80,2.95
590,rokycany,49.74,13.59,24.8,85,0,9.17
591,djenne,13.91,-4.55,58.74,60,0,9.1
592,yankton,42.87,-97.4,28.04,77,1,5.82
593,launceston,-41.43,147.14,71.6,53,90,18.34
594,port augusta,-32.49,137.76,98.6,14,0,13.87
595,capreol,46.71,-80.92,-5.81,70,5,9.17
596,vanimo,-2.67,141.3,81.96,100,8,11.45
597,quang ngai,15.12,108.8,75.3,86,88,3.18
598,tondano,1.3,124.91,86,70,40,5.82
599,broken hill,-31.97,141.45,100.4,19,0,9.17
600,buraydah,26.33,43.97,46.4,75,0,5.82
601,ukmerge,55.25,24.75,5,84,56,5.82
602,sangar,63.92,127.47,-26.58,40,48,7.43
603,causapscal,48.35,-67.23,19.05,79,92,8.66
604,verkhniy landekh,56.84,42.6,11.58,88,32,8.43
606,grenaa,56.42,10.88,44.6,93,80,18.34
607,kimparana,12.83,-4.92,55.59,51,0,5.19
609,zhigansk,66.77,123.37,-30.27,50,48,6.2
610,terrace,54.52,-128.61,32,100,90,1.72
611,sur,22.57,59.53,73.41,100,32,9.33
612,uthal,25.81,66.62,70.22,77,0,4.18
614,san francisco del mar,16.34,-94.51,75.48,98,0,29.8
615,miri,10.31,9.75,52.89,61,0,3.29
616,caraballeda,10.61,-66.85,75.17,100,44,8.1
617,aguimes,27.91,-15.45,60.8,63,75,4.7
620,eydhafushi,5.1,73.07,81.65,100,0,10.33
621,snezhnogorsk,69.19,33.23,24.8,79,75,8.95
623,eenhana,-17.48,16.34,73.4,25,0,5.82
624,hovd,63.83,10.7,37.4,80,75,56.37
625,redding,40.59,-122.39,46.94,92,1,2.17
626,konakovo,56.71,36.78,11.4,89,64,8.77
627,torbay,47.66,-52.73,33.8,100,90,2.24
629,najran,17.54,44.22,51.8,76,5,2.62
630,dodge city,37.75,-100.02,37.04,75,1,9.17
631,hanzhong,33.08,107.03,38.54,78,0,2.39
632,preobrazheniye,42.9,133.91,22.83,41,0,3.51
633,lagoa,37.14,-8.45,50,31,0,17.22
